record_type,join_key,species_key,sex_key,t_table,cruise,permit,vessel,gear,nmfs_area,latdd_start,londd_start,latdd_end,londd_end,length_seq,performance,fishing_depth_fathoms,bottom_depth_fathoms,length,weight,species,sex,haul_offload_date,haul_offload,specimen_number,age,maturity_code,maturity_description,specimen_type,specimen_type_description,haul_join,port_join,year,viability,injury,special_project_code,sample_system,akfin_load_date,gear_description,gear_performance_description,akr_gear,fmp_gear,fmp_area,fmp_subarea,species_name,akr_species_code,deployment_trip_pk,deployment_trip_start_date,deployment_trip_end_date,sampling_strata,sampling_strata_name,sampling_strata_deployment_category,sampling_strata_selection_rate,monitoring_status,landing_report_id,akfin_vdate,gear_type,haul_seq
HAUL,23069001235e9,301,M,ATL_HAUL,23069,1235,A326,1,630,57.13,-151.29917,57.12917,-151.27722,3075,1,74,74,36,NA,301,M,2018-11-05T00:00:00Z,124,88,13,NA,NA,1,Otoliths,23069001235e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,730267,2018-11-03T00:00:00Z,2018-11-06T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,522
HAUL,23069001235e9,301,F,ATL_HAUL,23069,1235,A326,1,630,57.13,-151.29917,57.12917,-151.27722,3079,1,74,74,35,0.71,301,F,2018-11-05T00:00:00Z,124,89,NA,NA,NA,3,Length-Weight Sample,23069001235e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,730267,2018-11-03T00:00:00Z,2018-11-06T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,522
HAUL,23069001235e9,301,F,ATL_HAUL,23069,1235,A326,1,630,57.13,-151.29917,57.12917,-151.27722,3079,1,74,74,35,NA,301,F,2018-11-05T00:00:00Z,124,89,NA,NA,NA,1,Otoliths,23069001235e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,730267,2018-11-03T00:00:00Z,2018-11-06T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,522
HAUL,23069001235e9,301,F,ATL_HAUL,23069,1235,A326,1,630,57.13,-151.29917,57.12917,-151.27722,3080,1,74,74,36,0.62,301,F,2018-11-05T00:00:00Z,124,90,NA,NA,NA,3,Length-Weight Sample,23069001235e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,730267,2018-11-03T00:00:00Z,2018-11-06T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,522
HAUL,23069001235e9,301,F,ATL_HAUL,23069,1235,A326,1,630,57.13,-151.29917,57.12917,-151.27722,3080,1,74,74,36,NA,301,F,2018-11-05T00:00:00Z,124,90,NA,NA,NA,1,Otoliths,23069001235e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,730267,2018-11-03T00:00:00Z,2018-11-06T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,522
HAUL,22727003402e9,301,M,ATL_HAUL,22727,3402,A322,2,630,58.02,-149.28167,58.055,-149.315,2181,1,90,112,38,0.7,301,M,2018-06-02T00:00:00Z,120,1217606,NA,NA,NA,3,Length-Weight Sample,22727003402e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,PELAGIC,NO PROBLEM,PTR,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,730946,2018-05-31T00:00:00Z,2018-06-03T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,2,320
HAUL,22727003402e9,301,M,ATL_HAUL,22727,3402,A322,2,630,58.02,-149.28167,58.055,-149.315,2181,1,90,112,38,NA,301,M,2018-06-02T00:00:00Z,120,1217606,NA,NA,NA,1,Otoliths,22727003402e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,PELAGIC,NO PROBLEM,PTR,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,730946,2018-05-31T00:00:00Z,2018-06-03T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,2,320
HAUL,22727003402e9,301,M,ATL_HAUL,22727,3402,A322,2,630,58.02,-149.28167,58.055,-149.315,2182,1,90,112,39,0.7,301,M,2018-06-02T00:00:00Z,120,1217647,NA,NA,NA,3,Length-Weight Sample,22727003402e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,PELAGIC,NO PROBLEM,PTR,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,730946,2018-05-31T00:00:00Z,2018-06-03T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,2,320
HAUL,22727003402e9,301,M,ATL_HAUL,22727,3402,A322,2,630,58.02,-149.28167,58.055,-149.315,2182,1,90,112,39,NA,301,M,2018-06-02T00:00:00Z,120,1217647,23,NA,NA,1,Otoliths,22727003402e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,PELAGIC,NO PROBLEM,PTR,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,730946,2018-05-31T00:00:00Z,2018-06-03T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,2,320
HAUL,22727003402e9,301,F,ATL_HAUL,22727,3402,A322,2,630,58.02,-149.28167,58.055,-149.315,2183,1,90,112,36,0.6,301,F,2018-06-02T00:00:00Z,120,1217676,NA,NA,NA,3,Length-Weight Sample,22727003402e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,PELAGIC,NO PROBLEM,PTR,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,730946,2018-05-31T00:00:00Z,2018-06-03T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,2,320
HAUL,22727003402e9,301,F,ATL_HAUL,22727,3402,A322,2,630,58.02,-149.28167,58.055,-149.315,2183,1,90,112,36,NA,301,F,2018-06-02T00:00:00Z,120,1217676,NA,NA,NA,1,Otoliths,22727003402e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,PELAGIC,NO PROBLEM,PTR,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,730946,2018-05-31T00:00:00Z,2018-06-03T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,2,320
HAUL,22824001879000003e3,301,F,ATL_HAUL,22824,1879,A032,1,620,54.68667,-158.595,54.70833,-158.63333,41467,1,59,59,37,0.7,301,F,2018-07-26T00:00:00Z,588,123,NA,NA,NA,3,Length-Weight Sample,22824001879000003e3,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,912952,2018-07-20T00:00:00Z,2018-07-28T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,3858
HAUL,22824001879000003e3,301,F,ATL_HAUL,22824,1879,A032,1,620,54.68667,-158.595,54.70833,-158.63333,41467,1,59,59,37,NA,301,F,2018-07-26T00:00:00Z,588,123,NA,NA,NA,1,Otoliths,22824001879000003e3,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,912952,2018-07-20T00:00:00Z,2018-07-28T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,3858
HAUL,22810003819e9,301,M,ATL_HAUL,22810,3819,A117,1,630,57.76667,-149.96667,57.68333,-149.93333,9644,1,95,95,36,0.62,301,M,2018-07-29T00:00:00Z,480,48001,NA,NA,NA,3,Length-Weight Sample,22810003819e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,740262,2018-07-27T00:00:00Z,2018-07-31T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,978
HAUL,22810003819e9,301,M,ATL_HAUL,22810,3819,A117,1,630,57.76667,-149.96667,57.68333,-149.93333,9644,1,95,95,36,NA,301,M,2018-07-29T00:00:00Z,480,48001,13,NA,NA,1,Otoliths,22810003819e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,740262,2018-07-27T00:00:00Z,2018-07-31T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,978
HAUL,22810003819e9,301,M,ATL_HAUL,22810,3819,A117,1,630,57.76667,-149.96667,57.68333,-149.93333,9646,1,95,95,39,0.72,301,M,2018-07-29T00:00:00Z,480,48002,NA,NA,NA,3,Length-Weight Sample,22810003819e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,740262,2018-07-27T00:00:00Z,2018-07-31T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,978
HAUL,22810003819e9,301,M,ATL_HAUL,22810,3819,A117,1,630,57.76667,-149.96667,57.68333,-149.93333,9646,1,95,95,39,NA,301,M,2018-07-29T00:00:00Z,480,48002,NA,NA,NA,1,Otoliths,22810003819e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,740262,2018-07-27T00:00:00Z,2018-07-31T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,978
HAUL,22810003819e9,301,M,ATL_HAUL,22810,3819,A117,1,630,57.76667,-149.96667,57.68333,-149.93333,9642,1,95,95,34,0.54,301,M,2018-07-29T00:00:00Z,480,48003,NA,NA,NA,3,Length-Weight Sample,22810003819e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,740262,2018-07-27T00:00:00Z,2018-07-31T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,978
HAUL,22810003819e9,301,M,ATL_HAUL,22810,3819,A117,1,630,57.76667,-149.96667,57.68333,-149.93333,9642,1,95,95,34,NA,301,M,2018-07-29T00:00:00Z,480,48003,NA,NA,NA,1,Otoliths,22810003819e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,740262,2018-07-27T00:00:00Z,2018-07-31T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,978
HAUL,22794004093e9,301,F,ATL_HAUL,22794,4093,A264,1,620,55.605,-155.72833,55.45,-155.79667,6407,1,110,110,35,0.59,301,F,2018-06-21T00:00:00Z,353,35303,NA,NA,NA,3,Length-Weight Sample,22794004093e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,741531,2018-06-13T00:00:00Z,2018-06-23T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,734
HAUL,22794004093e9,301,F,ATL_HAUL,22794,4093,A264,1,620,55.605,-155.72833,55.45,-155.79667,6407,1,110,110,35,NA,301,F,2018-06-21T00:00:00Z,353,35303,8,NA,NA,1,Otoliths,22794004093e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,741531,2018-06-13T00:00:00Z,2018-06-23T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,734
HAUL,22794004093e9,301,F,ATL_HAUL,22794,4093,A264,1,620,55.605,-155.72833,55.45,-155.79667,6408,1,110,110,36,0.58,301,F,2018-06-21T00:00:00Z,353,35302,NA,NA,NA,3,Length-Weight Sample,22794004093e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,741531,2018-06-13T00:00:00Z,2018-06-23T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,734
HAUL,22794004093e9,301,F,ATL_HAUL,22794,4093,A264,1,620,55.605,-155.72833,55.45,-155.79667,6408,1,110,110,36,NA,301,F,2018-06-21T00:00:00Z,353,35302,NA,NA,NA,1,Otoliths,22794004093e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,741531,2018-06-13T00:00:00Z,2018-06-23T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,734
HAUL,22794004093e9,301,F,ATL_HAUL,22794,4093,A264,1,620,55.605,-155.72833,55.45,-155.79667,6411,1,110,110,40,0.73,301,F,2018-06-21T00:00:00Z,353,35301,NA,NA,NA,3,Length-Weight Sample,22794004093e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,741531,2018-06-13T00:00:00Z,2018-06-23T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,734
HAUL,22794004093e9,301,F,ATL_HAUL,22794,4093,A264,1,620,55.605,-155.72833,55.45,-155.79667,6411,1,110,110,40,NA,301,F,2018-06-21T00:00:00Z,353,35301,NA,NA,NA,1,Otoliths,22794004093e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,741531,2018-06-13T00:00:00Z,2018-06-23T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,734
HAUL,22794004093e9,301,M,ATL_HAUL,22794,4093,A264,1,620,55.32167,-156.38333,55.38333,-156.47833,6464,1,92,92,30,0.39,301,M,2018-06-22T00:00:00Z,358,35803,NA,NA,NA,3,Length-Weight Sample,22794004093e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,741531,2018-06-13T00:00:00Z,2018-06-23T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,744
HAUL,22794004093e9,301,M,ATL_HAUL,22794,4093,A264,1,620,55.32167,-156.38333,55.38333,-156.47833,6464,1,92,92,30,NA,301,M,2018-06-22T00:00:00Z,358,35803,NA,NA,NA,1,Otoliths,22794004093e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,741531,2018-06-13T00:00:00Z,2018-06-23T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,744
HAUL,22794004093e9,301,M,ATL_HAUL,22794,4093,A264,1,620,55.32167,-156.38333,55.38333,-156.47833,6465,1,92,92,31,0.39,301,M,2018-06-22T00:00:00Z,358,35804,NA,NA,NA,3,Length-Weight Sample,22794004093e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,741531,2018-06-13T00:00:00Z,2018-06-23T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,744
HAUL,22794004093e9,301,M,ATL_HAUL,22794,4093,A264,1,620,55.32167,-156.38333,55.38333,-156.47833,6465,1,92,92,31,NA,301,M,2018-06-22T00:00:00Z,358,35804,NA,NA,NA,1,Otoliths,22794004093e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,741531,2018-06-13T00:00:00Z,2018-06-23T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,744
HAUL,22794004093e9,301,M,ATL_HAUL,22794,4093,A264,1,620,55.32167,-156.38333,55.38333,-156.47833,6470,1,92,92,38,0.73,301,M,2018-06-22T00:00:00Z,358,35802,NA,NA,NA,3,Length-Weight Sample,22794004093e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,741531,2018-06-13T00:00:00Z,2018-06-23T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,744
HAUL,22794004093e9,301,M,ATL_HAUL,22794,4093,A264,1,620,55.32167,-156.38333,55.38333,-156.47833,6470,1,92,92,38,NA,301,M,2018-06-22T00:00:00Z,358,35802,NA,NA,NA,1,Otoliths,22794004093e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,741531,2018-06-13T00:00:00Z,2018-06-23T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,744
HAUL,22794004093e9,301,M,ATL_HAUL,22794,4093,A264,1,630,56.71833,-152.025,56.69833,-152.03833,7239,1,22,22,36,0.59,301,M,2018-07-03T00:00:00Z,407,40703,NA,NA,NA,3,Length-Weight Sample,22794004093e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,741532,2018-06-26T00:00:00Z,2018-07-07T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,842
HAUL,22794004093e9,301,M,ATL_HAUL,22794,4093,A264,1,630,56.71833,-152.025,56.69833,-152.03833,7239,1,22,22,36,NA,301,M,2018-07-03T00:00:00Z,407,40703,NA,NA,NA,1,Otoliths,22794004093e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,741532,2018-06-26T00:00:00Z,2018-07-07T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,842
HAUL,22794004093e9,301,M,ATL_HAUL,22794,4093,A264,1,630,56.71833,-152.025,56.69833,-152.03833,7240,1,22,22,37,0.63,301,M,2018-07-03T00:00:00Z,407,40704,NA,NA,NA,3,Length-Weight Sample,22794004093e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,741532,2018-06-26T00:00:00Z,2018-07-07T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,842
HAUL,22794004093e9,301,M,ATL_HAUL,22794,4093,A264,1,630,56.71833,-152.025,56.69833,-152.03833,7240,1,22,22,37,0.73,301,M,2018-07-03T00:00:00Z,407,40702,NA,NA,NA,3,Length-Weight Sample,22794004093e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,741532,2018-06-26T00:00:00Z,2018-07-07T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,842
HAUL,22794004093e9,301,M,ATL_HAUL,22794,4093,A264,1,630,56.71833,-152.025,56.69833,-152.03833,7240,1,22,22,37,NA,301,M,2018-07-03T00:00:00Z,407,40702,NA,NA,NA,1,Otoliths,22794004093e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,741532,2018-06-26T00:00:00Z,2018-07-07T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,842
HAUL,22794004093e9,301,M,ATL_HAUL,22794,4093,A264,1,630,56.71833,-152.025,56.69833,-152.03833,7240,1,22,22,37,NA,301,M,2018-07-03T00:00:00Z,407,40704,NA,NA,NA,1,Otoliths,22794004093e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,741532,2018-06-26T00:00:00Z,2018-07-07T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,842
HAUL,22677001043e9,301,M,ATL_HAUL,22677,1043,A131,1,630,58.86139,-149.62944,58.86944,-149.76361,832,1,135,135,41,0.95,301,M,2018-08-15T00:00:00Z,98,19,NA,NA,NA,3,Length-Weight Sample,22677001043e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,729044,2018-08-14T00:00:00Z,2018-08-17T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,128
HAUL,22677001043e9,301,M,ATL_HAUL,22677,1043,A131,1,630,58.86139,-149.62944,58.86944,-149.76361,832,1,135,135,41,NA,301,M,2018-08-15T00:00:00Z,98,19,NA,NA,NA,1,Otoliths,22677001043e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,729044,2018-08-14T00:00:00Z,2018-08-17T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,128
HAUL,22727003402e9,301,F,ATL_HAUL,22727,3402,A322,2,630,57.99833,-149.28333,58.02,-149.3,2202,1,110,135,41,0.8,301,F,2018-06-02T00:00:00Z,122,1217610,NA,NA,NA,3,Length-Weight Sample,22727003402e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,PELAGIC,NO PROBLEM,PTR,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,730946,2018-05-31T00:00:00Z,2018-06-03T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,2,324
HAUL,22727003402e9,301,F,ATL_HAUL,22727,3402,A322,2,630,57.99833,-149.28333,58.02,-149.3,2202,1,110,135,41,0.8,301,F,2018-06-02T00:00:00Z,122,1217687,NA,NA,NA,3,Length-Weight Sample,22727003402e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,PELAGIC,NO PROBLEM,PTR,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,730946,2018-05-31T00:00:00Z,2018-06-03T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,2,324
HAUL,22727003402e9,301,F,ATL_HAUL,22727,3402,A322,2,630,57.99833,-149.28333,58.02,-149.3,2202,1,110,135,41,0.85,301,F,2018-06-02T00:00:00Z,122,1217617,NA,NA,NA,3,Length-Weight Sample,22727003402e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,PELAGIC,NO PROBLEM,PTR,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,730946,2018-05-31T00:00:00Z,2018-06-03T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,2,324
HAUL,22727003402e9,301,F,ATL_HAUL,22727,3402,A322,2,630,57.99833,-149.28333,58.02,-149.3,2202,1,110,135,41,NA,301,F,2018-06-02T00:00:00Z,122,1217610,NA,NA,NA,1,Otoliths,22727003402e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,PELAGIC,NO PROBLEM,PTR,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,730946,2018-05-31T00:00:00Z,2018-06-03T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,2,324
HAUL,22727003402e9,301,F,ATL_HAUL,22727,3402,A322,2,630,57.99833,-149.28333,58.02,-149.3,2202,1,110,135,41,NA,301,F,2018-06-02T00:00:00Z,122,1217617,22,NA,NA,1,Otoliths,22727003402e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,PELAGIC,NO PROBLEM,PTR,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,730946,2018-05-31T00:00:00Z,2018-06-03T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,2,324
HAUL,22727003402e9,301,F,ATL_HAUL,22727,3402,A322,2,630,57.99833,-149.28333,58.02,-149.3,2202,1,110,135,41,NA,301,F,2018-06-02T00:00:00Z,122,1217687,NA,NA,NA,1,Otoliths,22727003402e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,PELAGIC,NO PROBLEM,PTR,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,730946,2018-05-31T00:00:00Z,2018-06-03T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,2,324
HAUL,22818003369e9,301,M,ATL_HAUL,22818,3369,A047,1,640,59.115,-141.57833,59.205,-141.76667,16367,1,117,165,36,0.66,301,M,2018-07-15T00:00:00Z,585,58502,NA,NA,NA,3,Length-Weight Sample,22818003369e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,WY,PACIFIC OCEAN PERCH,141,912780,2018-07-15T00:00:00Z,2018-07-21T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,1180
HAUL,22818003369e9,301,M,ATL_HAUL,22818,3369,A047,1,640,59.115,-141.57833,59.205,-141.76667,16367,1,117,165,36,NA,301,M,2018-07-15T00:00:00Z,585,58502,23,NA,NA,1,Otoliths,22818003369e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,WY,PACIFIC OCEAN PERCH,141,912780,2018-07-15T00:00:00Z,2018-07-21T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,1180
